,PROPERTIES PAGE,property_name,area,address,sell_price,rent_price,bedrooms,living_rooms,years,efficiency_ratio,lat,long
820,46,The Wings,Tseung Kwan O ,Flat B| Low Floor|  Block 1B| Phase 2| The Wings| Tseung Kwan O ,1388,13500,4.0,2.0,5.0,78.0,22.3119357,114.2568776
821,46,Ihong Mansion,Western Mid-Levels ,Low Floor|  Ihong Mansion| Western Mid-Levels ,1800,13500,3.0,2.0,34.0,78.0,22.2816223,114.147865
822,46,Capri,Tseung Kwan O ,Middle Floor|  Block 03| Capri| Tseung Kwan O ,2388,13500,,,2.0,,22.3119357,114.2568776
823,46,Baguio Villa,Pokfulam/Residence ,Flat C| Low Floor|  Block 20| Baguio Villa| Pokfulam/Residence ,2650,13500,3.0,2.0,39.0,90.0,22.2679201,114.1290719
824,46,Laichikok Bay Garden,Kwai Chung/Tsing Yi ,Flat 4| High Floor|  Block B| Laichikok Bay Garden| Kwai Chung/Tsing Yi ,750,13500,2.0,1.0,41.0,89.0,22.3668502,114.1302591
825,46,Jardine's Lookout Garden Houses,Happy Valley/East Mid Level , 21-50 Moorsom Road (House)| Jardine's Lookout Garden Houses| Happy Valley/East Mid Level ,12500,13500,5.0,2.0,42.0,,42.3486922,-72.5682945
826,46,Monterey,Tseung Kwan O ,Flat D| Low Floor|  Tower 5| Monterey| Tseung Kwan O ,1700,13500,,,1.0,,22.3119357,114.2568776
827,46,Wan Chai,Causeway Bay , Wan Fat Building| Admiralty| Wan Chai| Causeway Bay ,760,13500,4.0,,48.0,81.0,22.2859787,114.1914919
828,47,Kornhill,Quarry Bay ,Flat 7| Middle Floor|  Block N| Kornhill| Quarry Bay ,939,13500,1.0,2.0,32.0,79.0,22.2827206,114.2123009
829,47,Liberte,Lai Chi Kok ,Flat B| Low Floor|  Block 5| Liberte| Lai Chi Kok ,870,13500,,,15.0,75.0,22.3377817,114.1359272
830,47,United Building,North Point & North Point Midlevel ,Flat A| Low Floor|  United Building| North Point & North Point Midlevel ,1200,13500,3.0,2.0,52.0,80.0,37.1222422,-94.47484299999999
831,47,Honiton Building,Western Mid-Levels ,Flat A| High Floor|  Honiton Building| Western Mid-Levels ,6000,13500,3.0,2.0,46.0,80.0,22.2816223,114.147865
832,47,The Legend At Jardine's Lookout,Happy Valley/East Mid Level ,Flat A| High Floor|  Block 5| The Legend At Jardine's Lookout| Happy Valley/East Mid Level ,5600,13500,,,12.0,,42.3486922,-72.5682945
833,47,Marina Cove,Sai Kung , 380 Hiram's Highway (House)| Stage 4| Marina Cove| Sai Kung ,3500,13500,,,30.0,72.0,22.383689,114.2707867
834,47,Charming Garden,Olympic Station ,Flat J| Low Floor|  Block 10| Charming Garden| Olympic Station ,830,13500,,,21.0,85.0,34.050229,-118.2911404
835,47,Centre Place,Western Mid-Levels ,Flat A| Low Floor|  Centre Place| Western Mid-Levels ,1530,13500,3.0,2.0,13.0,73.0,22.2816223,114.147865
836,47,Liberte,Lai Chi Kok ,Flat H| High Floor|  Block 8| Liberte| Lai Chi Kok ,870,13500,2.0,2.0,15.0,76.0,22.3377817,114.1359272
837,47,The Parkside,Tseung Kwan O ,Flat D|  Block 3| The Parkside| Tseung Kwan O ,1248,13500,,,3.0,,22.3119357,114.2568776
838,47,Sherwood Court,Happy Valley/East Mid Level ,Flat A| Middle Floor|  Block 1| Sherwood Court| Happy Valley/East Mid Level ,1680,13500,3.0,,30.0,88.0,42.3486922,-72.5682945
839,47,Windsor Court,Western Mid-Levels ,Flat D| Low Floor|  Windsor Court| Western Mid-Levels ,1150,13500,1.0,,25.0,73.0,22.2816223,114.147865
840,47,Yip Cheung Building,Western/Sheung Wan Central ,Flat 26|  Yip Cheung Building| Western/Sheung Wan Central ,820,13500,3.0,,48.0,,37.0937489,-95.7127622
841,47,Parc Oasis,Yau Yat Chuen/Shek Kip Mei ,Flat A| Middle Floor|  Block 21| Parc Oasis| Yau Yat Chuen/Shek Kip Mei ,1300,13500,3.0,2.0,25.0,80.0,22.3312462,114.1744039
842,47,Jade Terrace,Happy Valley/East Mid Level ,Flat D| Middle Floor|  Jade Terrace| Happy Valley/East Mid Level ,1420,13500,3.0,2.0,30.0,76.0,42.3486922,-72.5682945
843,47,Grand Austin,Tsim Sha Tsui ,Flat A|  Tower 5 - T5A| Grand Austin| Tsim Sha Tsui ,3936,13500,3.0,1.0,4.0,,22.2988123,114.1721746
844,47,Ping On Mansion,Western Mid-Levels ,Flat E| Low Floor|  Ping On Mansion| Western Mid-Levels ,1388,13500,2.0,,61.0,70.0,22.2816223,114.147865
845,47,Twin Peaks,Tseung Kwan O ,Flat J| Middle Floor|  Tower 1| Twin Peaks| Tseung Kwan O ,1100,13500,,,3.0,,22.3119357,114.2568776
846,48,The Hemispheres,North Point & North Point Midlevel ,Flat A| Middle Floor|  The Hemispheres| North Point & North Point Midlevel ,1350,13500,2.0,1.0,4.0,,37.1222422,-94.47484299999999
847,48,Park Central,Tseung Kwan O ,Flat C| High Floor|  Block 08| Phase 1| Park Central| Tseung Kwan O ,800,13500,,,16.0,74.0,22.3119357,114.2568776
848,48,Sorrento,Kowloon Station ,Flat F| Middle Floor|  Block 6| Phase 1| Sorrento| Kowloon Station ,3000,13500,3.0,1.0,16.0,75.0,22.304306,114.161475
849,48,Ocean Shores,Tseung Kwan O ,Flat D| High Floor|  Block 07| Phase 2| Ocean Shores| Tseung Kwan O ,900,13500,,,17.0,74.0,22.3119357,114.2568776
850,48,Wan Chai,Causeway Bay ,Flat H| Low Floor|  Yee On Building| Admiralty| Wan Chai| Causeway Bay ,850,13500,2.0,2.0,46.0,85.0,22.2859787,114.1914919
851,48,Arezzo,Western Mid-Levels ,Flat C| Low Floor|  Arezzo| Western Mid-Levels ,3100,13500,3.0,,4.0,,22.2816223,114.147865
852,48,Wyler Gardens,To Kwa Wan ,Flat 5| High Floor|  Block J| Hang Chien Court| Wyler Gardens| To Kwa Wan ,530,13500,2.0,2.0,40.0,85.0,22.3173373,114.1879691
853,48,The Cullinan,Kowloon Station ,Flat A| Middle Floor|  Aster Sky| The Cullinan| Kowloon Station ,4400,13500,3.0,1.0,12.0,73.0,22.304306,114.161475
854,48,Glory Heights,Western Mid-Levels ,Flat D| High Floor|  Glory Heights| Western Mid-Levels ,2100,13500,2.0,2.0,30.0,82.0,22.2816223,114.147865
855,48,Wan Chai,Causeway Bay ,Flat F|  Bright Star Mansion| Admiralty| Wan Chai| Causeway Bay ,1500,13500,2.0,2.0,54.0,80.0,22.2859787,114.1914919
856,48,Metro Town,Tseung Kwan O ,Flat A| High Floor|  Tower 2| Phase 1 (Metro Town)| Metro Town| Tseung Kwan O ,908,13500,2.0,2.0,13.0,75.0,22.3119357,114.2568776
857,48,Aberdeen Centre,Aberdeen / Wong Chuk Hang ,Flat 5| High Floor|  Kong Cheung Court| Aberdeen Centre| Aberdeen / Wong Chuk Hang ,800,13500,3.0,2.0,37.0,85.0,57.149717,-2.094278
858,48,Homantin Hillside,Hung Hom ,Flat B|  Block 2| Homantin Hillside| Hung Hom ,2298,13500,2.0,2.0,3.0,,22.3055658,114.1887233
859,48,Baguio Villa,Pokfulam/Residence ,Flat A| High Floor|  Block 23| Baguio Villa| Pokfulam/Residence ,3000,13500,,,39.0,89.0,22.2679201,114.1290719
860,48,Kowloon Tong Garden,Kln Tong / Beacon Hill ,Low Floor|  Kowloon Tong Garden| Kln Tong / Beacon Hill ,6000,13500,4.0,2.0,31.0,74.0,22.3369319,114.1763367
861,48,Wan Chai,Causeway Bay ,Flat 29| Low Floor|  East Asia Mansion| Admiralty| Wan Chai| Causeway Bay ,780,13500,2.0,2.0,53.0,80.0,22.2859787,114.1914919
862,48,Kensington Plaza,Mongkok ,Flat C| High Floor|  Kensington Plaza| Mongkok ,1580,13500,3.0,1.0,20.0,72.0,22.3203648,114.169773
863,48,Garfield Mansion,Western Mid-Levels ,Flat C| Low Floor|  Garfield Mansion| Western Mid-Levels ,1880,13500,3.0,,45.0,77.0,22.2816223,114.147865
864,49,The Hemispheres,North Point & North Point Midlevel ,Flat A| Middle Floor|  The Hemispheres| North Point & North Point Midlevel ,1350,13500,2.0,1.0,4.0,,37.1222422,-94.47484299999999
865,49,Park Central,Tseung Kwan O ,Flat C| High Floor|  Block 08| Phase 1| Park Central| Tseung Kwan O ,800,13500,,,16.0,74.0,22.3119357,114.2568776
866,49,Sorrento,Kowloon Station ,Flat F| Middle Floor|  Block 6| Phase 1| Sorrento| Kowloon Station ,3000,13500,3.0,1.0,16.0,75.0,22.304306,114.161475
867,49,Ocean Shores,Tseung Kwan O ,Flat D| High Floor|  Block 07| Phase 2| Ocean Shores| Tseung Kwan O ,900,13500,,,17.0,74.0,22.3119357,114.2568776
868,49,Wan Chai,Causeway Bay ,Flat H| Low Floor|  Yee On Building| Admiralty| Wan Chai| Causeway Bay ,850,13500,2.0,2.0,46.0,85.0,22.2859787,114.1914919
869,49,Arezzo,Western Mid-Levels ,Flat C| Low Floor|  Arezzo| Western Mid-Levels ,3100,13500,3.0,,4.0,,22.2816223,114.147865
870,49,Wyler Gardens,To Kwa Wan ,Flat 5| High Floor|  Block J| Hang Chien Court| Wyler Gardens| To Kwa Wan ,530,13500,2.0,2.0,40.0,85.0,22.3173373,114.1879691
871,49,The Cullinan,Kowloon Station ,Flat A| Middle Floor|  Aster Sky| The Cullinan| Kowloon Station ,4400,13500,3.0,1.0,12.0,73.0,22.304306,114.161475
872,49,Glory Heights,Western Mid-Levels ,Flat D| High Floor|  Glory Heights| Western Mid-Levels ,2100,13500,2.0,2.0,30.0,82.0,22.2816223,114.147865
873,49,Wan Chai,Causeway Bay ,Flat F|  Bright Star Mansion| Admiralty| Wan Chai| Causeway Bay ,1500,13500,2.0,2.0,54.0,80.0,22.2859787,114.1914919
874,49,Metro Town,Tseung Kwan O ,Flat A| High Floor|  Tower 2| Phase 1 (Metro Town)| Metro Town| Tseung Kwan O ,908,13500,2.0,2.0,13.0,75.0,22.3119357,114.2568776
875,49,Aberdeen Centre,Aberdeen / Wong Chuk Hang ,Flat 5| High Floor|  Kong Cheung Court| Aberdeen Centre| Aberdeen / Wong Chuk Hang ,800,13500,3.0,2.0,37.0,85.0,57.149717,-2.094278
876,49,Homantin Hillside,Hung Hom ,Flat B|  Block 2| Homantin Hillside| Hung Hom ,2298,13500,2.0,2.0,3.0,,22.3055658,114.1887233
877,49,Baguio Villa,Pokfulam/Residence ,Flat A| High Floor|  Block 23| Baguio Villa| Pokfulam/Residence ,3000,13500,,,39.0,89.0,22.2679201,114.1290719
878,49,Kowloon Tong Garden,Kln Tong / Beacon Hill ,Low Floor|  Kowloon Tong Garden| Kln Tong / Beacon Hill ,6000,13500,4.0,2.0,31.0,74.0,22.3369319,114.1763367
879,49,Wan Chai,Causeway Bay ,Flat 29| Low Floor|  East Asia Mansion| Admiralty| Wan Chai| Causeway Bay ,780,13500,2.0,2.0,53.0,80.0,22.2859787,114.1914919
880,49,Kensington Plaza,Mongkok ,Flat C| High Floor|  Kensington Plaza| Mongkok ,1580,13500,3.0,1.0,20.0,72.0,22.3203648,114.169773
881,49,Garfield Mansion,Western Mid-Levels ,Flat C| Low Floor|  Garfield Mansion| Western Mid-Levels ,1880,13500,3.0,,45.0,77.0,22.2816223,114.147865
882,50,The Victoria Towers,Tsim Sha Tsui ,Flat A| Middle Floor|  Block 1| The Victoria Towers| Tsim Sha Tsui ,1500,13500,2.0,1.0,16.0,69.0,22.2988123,114.1721746
883,50,Grand Austin,Tsim Sha Tsui ,Flat A|  Tower 3 - T3A| Grand Austin| Tsim Sha Tsui ,4300,13500,3.0,1.0,4.0,,22.2988123,114.1721746
884,50,The Altitude,Happy Valley/East Mid Level ,Flat A| Low Floor|  The Altitude| Happy Valley/East Mid Level ,4200,13500,3.0,2.0,8.0,78.0,42.3486922,-72.5682945
885,50,Chenyu Court,Central Mid-Levels & Peak ,High Floor|  Chenyu Court| Central Mid-Levels & Peak ,3400,13500,2.0,2.0,53.0,81.0,22.2695676,114.1658745
886,50,Metro Harbour View,Tai Kok Tsui ,Flat F| High Floor|  Block 08| Phase 2| Metro Harbour View| Tai Kok Tsui ,810,13500,,,15.0,71.0,22.3198474,114.1620857
887,50,The Long Beach,Olympic Station ,Flat C| High Floor|  Block 7| The Long Beach| Olympic Station ,1250,13500,2.0,1.0,14.0,75.0,34.050229,-118.2911404
888,50,Harbour One,Western/Sheung Wan Central ,Flat B| High Floor|  Harbour One| Western/Sheung Wan Central ,3600,13500,3.0,2.0,7.0,74.0,37.0937489,-95.7127622
889,50,Stanford Villa,Stanley/Tai Tam/Shek O , Block 4| Stanford Villa| Stanley/Tai Tam/Shek O ,3180,13500,3.0,2.0,24.0,81.0,37.09024,-95.712891
890,50,The Masterpiece,Tsim Sha Tsui ,Flat A| High Floor|  The Masterpiece| Tsim Sha Tsui ,3500,13500,3.0,1.0,10.0,72.0,22.2988123,114.1721746
891,50,Glory Heights,Western Mid-Levels ,Flat D| High Floor|  Glory Heights| Western Mid-Levels ,2950,13500,2.0,2.0,30.0,82.0,22.2816223,114.147865
892,50,Telford Gardens,Amoy/Kowloon Bay ,Flat 14| High Floor|  Block U| Telford Gardens| Amoy/Kowloon Bay ,800,13500,2.0,2.0,37.0,87.0,24.479833,118.089425
893,50,Telford Gardens,Amoy/Kowloon Bay ,Flat 6| Low Floor|  Block U| Telford Gardens| Amoy/Kowloon Bay ,750,13500,2.0,2.0,37.0,87.0,24.479833,118.089425
894,50,Splendour Villa,Repulse Bay & Shouson Hill ,Flat B| Low Floor|  Splendour Villa| Repulse Bay & Shouson Hill ,1800,13500,1.0,,25.0,77.0,22.245883,114.177979
895,50,Metro City,Tseung Kwan O ,Flat A| Middle Floor|  Block 05| Phase 1| Metro City| Tseung Kwan O ,878,13500,3.0,2.0,22.0,75.0,22.3119357,114.2568776
896,50,Hing Yip King's Building,Prince Edward Rd ,High Floor|  Hing Yip King's Building| Prince Edward Rd ,1800,13500,3.0,2.0,54.0,79.0,30.2572132,-81.70670799999999
897,50,Wan Chai,Causeway Bay ,Flat K|  Tower 3| Phase 2| The Avenue| Admiralty| Wan Chai| Causeway Bay ,1580,13500,1.0,,4.0,,22.2859787,114.1914919
898,50,Banyan Garden,Lai Chi Kok ,Flat H| Middle Floor|  Block 2| Phase I| Banyan Garden| Lai Chi Kok ,870,13500,2.0,2.0,16.0,70.0,22.3377817,114.1359272
899,50,Grand Waterfront,To Kwa Wan ,Flat E| Low Floor|  Block 2| Grand Waterfront| To Kwa Wan ,1100,13500,,,12.0,72.0,22.3173373,114.1879691
900,51,The Victoria Towers,Tsim Sha Tsui ,Flat A| Middle Floor|  Block 1| The Victoria Towers| Tsim Sha Tsui ,1500,13500,2.0,1.0,16.0,69.0,22.2988123,114.1721746
901,51,Grand Austin,Tsim Sha Tsui ,Flat A|  Tower 3 - T3A| Grand Austin| Tsim Sha Tsui ,4300,13500,3.0,1.0,4.0,,22.2988123,114.1721746
902,51,The Altitude,Happy Valley/East Mid Level ,Flat A| Low Floor|  The Altitude| Happy Valley/East Mid Level ,4200,13500,3.0,2.0,8.0,78.0,42.3486922,-72.5682945
903,51,Chenyu Court,Central Mid-Levels & Peak ,High Floor|  Chenyu Court| Central Mid-Levels & Peak ,3400,13500,2.0,2.0,53.0,81.0,22.2695676,114.1658745
904,51,Metro Harbour View,Tai Kok Tsui ,Flat F| High Floor|  Block 08| Phase 2| Metro Harbour View| Tai Kok Tsui ,810,13500,,,15.0,71.0,22.3198474,114.1620857
905,51,The Long Beach,Olympic Station ,Flat C| High Floor|  Block 7| The Long Beach| Olympic Station ,1250,13500,2.0,1.0,14.0,75.0,34.050229,-118.2911404
906,51,Harbour One,Western/Sheung Wan Central ,Flat B| High Floor|  Harbour One| Western/Sheung Wan Central ,3600,13500,3.0,2.0,7.0,74.0,37.0937489,-95.7127622
907,51,Stanford Villa,Stanley/Tai Tam/Shek O , Block 4| Stanford Villa| Stanley/Tai Tam/Shek O ,3180,13500,3.0,2.0,24.0,81.0,37.09024,-95.712891
908,51,The Masterpiece,Tsim Sha Tsui ,Flat A| High Floor|  The Masterpiece| Tsim Sha Tsui ,3500,13500,3.0,1.0,10.0,72.0,22.2988123,114.1721746
909,51,Glory Heights,Western Mid-Levels ,Flat D| High Floor|  Glory Heights| Western Mid-Levels ,2950,13500,2.0,2.0,30.0,82.0,22.2816223,114.147865
910,51,Telford Gardens,Amoy/Kowloon Bay ,Flat 14| High Floor|  Block U| Telford Gardens| Amoy/Kowloon Bay ,800,13500,2.0,2.0,37.0,87.0,24.479833,118.089425
911,51,Telford Gardens,Amoy/Kowloon Bay ,Flat 6| Low Floor|  Block U| Telford Gardens| Amoy/Kowloon Bay ,750,13500,2.0,2.0,37.0,87.0,24.479833,118.089425
912,51,Splendour Villa,Repulse Bay & Shouson Hill ,Flat B| Low Floor|  Splendour Villa| Repulse Bay & Shouson Hill ,1800,13500,1.0,,25.0,77.0,22.245883,114.177979
913,51,Metro City,Tseung Kwan O ,Flat A| Middle Floor|  Block 05| Phase 1| Metro City| Tseung Kwan O ,878,13500,3.0,2.0,22.0,75.0,22.3119357,114.2568776
914,51,Hing Yip King's Building,Prince Edward Rd ,High Floor|  Hing Yip King's Building| Prince Edward Rd ,1800,13500,3.0,2.0,54.0,79.0,30.2572132,-81.70670799999999
915,51,Wan Chai,Causeway Bay ,Flat K|  Tower 3| Phase 2| The Avenue| Admiralty| Wan Chai| Causeway Bay ,1580,13500,1.0,,4.0,,22.2859787,114.1914919
916,51,Banyan Garden,Lai Chi Kok ,Flat H| Middle Floor|  Block 2| Phase I| Banyan Garden| Lai Chi Kok ,870,13500,2.0,2.0,16.0,70.0,22.3377817,114.1359272
917,51,Grand Waterfront,To Kwa Wan ,Flat E| Low Floor|  Block 2| Grand Waterfront| To Kwa Wan ,1100,13500,,,12.0,72.0,22.3173373,114.1879691
