,PROPERTIES PAGE,property_name,area,address,sell_price,rent_price,bedrooms,living_rooms,years,efficiency_ratio,lat,long
670,38,Park Towers,North Point & North Point Midlevel ,Flat E| High Floor|  Block 1| Park Towers| North Point & North Point Midlevel ,2570,13500,3.0,2.0,30.0,78.0,37.1222422,-94.47484299999999
671,38,Kornhill,Quarry Bay ,Flat 9| Low Floor|  Block D| Kornhill| Quarry Bay ,1000,13500,3.0,2.0,33.0,79.0,22.2827206,114.2123009
672,38,Everwell Garden,Homantin/Kingspark ,Flat G| Low Floor|  Everwell Gdn| Everwell Garden| Homantin/Kingspark ,2500,13500,4.0,2.0,47.0,91.0,22.318507,114.1755339
673,38,Yuk Ming Court,Tseung Kwan O ,Flat 9| Low Floor|  Block A( Wai Ming Court )| Yuk Ming Court| Tseung Kwan O ,580,13500,,,23.0,73.0,22.3119357,114.2568776
674,38,Peaceful Mansion,Cheung Sha Wan ,Flat E| Middle Floor|  Peaceful Mansion| Cheung Sha Wan ,630,13500,,,17.0,,22.3358055,114.1494892
675,38,Aquamarine,Lai Chi Kok ,Flat D| Low Floor|  Block 5| Aquamarine| Lai Chi Kok ,900,13500,2.0,2.0,15.0,74.0,22.3377817,114.1359272
676,38,Lime Stardom,Mongkok ,Flat K| Middle Floor|  Lime Stardom| Mongkok ,838,13500,1.0,2.0,7.0,78.0,22.3203648,114.169773
677,38,Victoria Skye,Kai Tak ,Flat F| Low Floor|  Ocean Waves Tower 2| Victoria Skye| Kai Tak ,1280,13500,2.0,2.0,,,43.823099,-79.3964749
678,38,Deep Water Bay Road 39,Repulse Bay & Shouson Hill , House| Deep Water Bay Road 39| Repulse Bay & Shouson Hill ,28000,13500,4.0,2.0,32.0,84.0,22.245883,114.177979
679,38,Liberte,Lai Chi Kok ,Flat G| Low Floor|  Block 5| Liberte| Lai Chi Kok ,978,13500,2.0,2.0,15.0,78.0,22.3377817,114.1359272
680,38,Residence Bel-Air,Pokfulam/Residence , Bel-Air Peak Rise (House)| Phase 5 (Villa Bel-Air)| Residence Bel-Air| Pokfulam/Residence ,29800,13500,,,12.0,68.0,22.2679201,114.1290719
681,38,Bon-Point,Western Mid-Levels ,Flat B| High Floor|  Bon-Point| Western Mid-Levels ,2900,13500,3.0,2.0,15.0,70.0,22.2816223,114.147865
682,38,Aria,Wong Tai Sin ,Flat A| Middle Floor|  Block 5| Aria| Wong Tai Sin ,2300,13500,4.0,2.0,8.0,79.0,37.7775324,-122.4637922
683,38,Wan Chai,Causeway Bay ,Flat 5| High Floor|  Southorn Garden| Admiralty| Wan Chai| Causeway Bay ,1050,13500,1.0,2.0,31.0,77.0,22.2859787,114.1914919
684,39,The Bellevue Place,Western/Sheung Wan Central ,Flat D| Middle Floor|  The Bellevue Place| Western/Sheung Wan Central ,810,13500,2.0,,19.0,71.0,37.0937489,-95.7127622
685,39,Eltanin．Square Mile,Tai Kok Tsui ,Flat E| High Floor|  Block 1| Eltanin．Square Mile| Tai Kok Tsui ,500,13500,,2.0,2.0,,22.3198474,114.1620857
686,39,Talloway Court,Stanley/Tai Tam/Shek O , Talloway Court| Stanley/Tai Tam/Shek O ,1200,13500,,,42.0,74.0,37.09024,-95.712891
687,39,Discovery Park,Tsuen Wan ,Flat A| High Floor|  Block 09| Phase 3| Discovery Park| Tsuen Wan ,1200,13500,3.0,2.0,21.0,80.0,22.3699122,114.1144306
688,39,Savannah,Tseung Kwan O ,Flat E|  Block 3B| Savannah| Tseung Kwan O ,820,13500,,,2.0,,22.3119357,114.2568776
689,39,Kennedy Town Centre,Western/Sheung Wan Central ,Flat E| High Floor|  Kennedy Town Centre| Western/Sheung Wan Central ,1500,13500,3.0,1.0,24.0,78.0,37.0937489,-95.7127622
690,39,Banyan Garden,Lai Chi Kok ,Flat B| High Floor|  Block 5| Phase III| Banyan Garden| Lai Chi Kok ,1600,13500,,,14.0,73.0,22.3377817,114.1359272
691,39,Wan Chai,Causeway Bay ,Flat 191| High Floor|  Linfond Mansion| Admiralty| Wan Chai| Causeway Bay ,868,13500,3.0,,53.0,80.0,22.2859787,114.1914919
692,39,Taikoo Shing,Taikoo Shing ,Flat A| Middle Floor|  Yat Tien Mansion| Horizon Gardens| Taikoo Shing| Taikoo Shing ,1450,13500,2.0,2.0,30.0,83.0,22.2865471,114.2189883
693,39,The Harbourside,Kowloon Station ,Flat B| High Floor|  Block 1| The Harbourside| Kowloon Station ,7000,13500,3.0,1.0,16.0,74.0,22.304306,114.161475
694,39,Taikoo Shing,Taikoo Shing ,Flat F| Low Floor|  Willow Mansion| Harbour View Gardens (West)| Taikoo Shing| Taikoo Shing ,1610,13500,3.0,2.0,36.0,91.0,22.2865471,114.2189883
695,39,Les Saisons,Sai Wan Ho ,Flat B| Low Floor|  Lhiver| Les Saisons| Sai Wan Ho ,1400,13500,2.0,,17.0,74.0,22.2824738,114.2227035
696,39,Residence 228,Sham Shui Po ,Flat B| Low Floor|  Residence 228| Sham Shui Po ,750,13500,1.0,1.0,7.0,73.0,22.3285899,114.1602846
697,39,Grandview Garden,Aberdeen / Wong Chuk Hang ,Flat A| Middle Floor|  Block 1| Grandview Garden| Aberdeen / Wong Chuk Hang ,680,13500,2.0,2.0,34.0,73.0,57.149717,-2.094278
698,39,Hoi Lee Building,Western/Sheung Wan Central , Hoi Lee Building| Western/Sheung Wan Central ,650,13500,2.0,1.0,39.0,,37.0937489,-95.7127622
699,39,Parkway Court,Western Mid-Levels ,Flat 5| Low Floor|  Block A| Parkway Court| Western Mid-Levels ,2500,13500,3.0,2.0,31.0,83.0,22.2816223,114.147865
700,39,Mei Foo Sun Chuen,Mei Foo ,Flat A| Low Floor|  Glee Path 11| Phase II| Mei Foo Sun Chuen| Mei Foo ,1030,13500,3.0,2.0,47.0,73.0,22.3366356,114.1402195
701,39,The Wings,Tseung Kwan O ,Flat D| Low Floor|  Tower 8| Phase 1| The Wings| Tseung Kwan O ,1050,13500,,,7.0,77.0,22.3119357,114.2568776
702,40,The Bellevue Place,Western/Sheung Wan Central ,Flat D| Middle Floor|  The Bellevue Place| Western/Sheung Wan Central ,810,13500,2.0,,19.0,71.0,37.0937489,-95.7127622
703,40,Eltanin．Square Mile,Tai Kok Tsui ,Flat E| High Floor|  Block 1| Eltanin．Square Mile| Tai Kok Tsui ,500,13500,,2.0,2.0,,22.3198474,114.1620857
704,40,Talloway Court,Stanley/Tai Tam/Shek O , Talloway Court| Stanley/Tai Tam/Shek O ,1200,13500,,,42.0,74.0,37.09024,-95.712891
705,40,Discovery Park,Tsuen Wan ,Flat A| High Floor|  Block 09| Phase 3| Discovery Park| Tsuen Wan ,1200,13500,3.0,2.0,21.0,80.0,22.3699122,114.1144306
706,40,Savannah,Tseung Kwan O ,Flat E|  Block 3B| Savannah| Tseung Kwan O ,820,13500,,,2.0,,22.3119357,114.2568776
707,40,Kennedy Town Centre,Western/Sheung Wan Central ,Flat E| High Floor|  Kennedy Town Centre| Western/Sheung Wan Central ,1500,13500,3.0,1.0,24.0,78.0,37.0937489,-95.7127622
708,40,Banyan Garden,Lai Chi Kok ,Flat B| High Floor|  Block 5| Phase III| Banyan Garden| Lai Chi Kok ,1600,13500,,,14.0,73.0,22.3377817,114.1359272
709,40,Wan Chai,Causeway Bay ,Flat 191| High Floor|  Linfond Mansion| Admiralty| Wan Chai| Causeway Bay ,868,13500,3.0,,53.0,80.0,22.2859787,114.1914919
710,40,Taikoo Shing,Taikoo Shing ,Flat A| Middle Floor|  Yat Tien Mansion| Horizon Gardens| Taikoo Shing| Taikoo Shing ,1450,13500,2.0,2.0,30.0,83.0,22.2865471,114.2189883
711,40,The Harbourside,Kowloon Station ,Flat B| High Floor|  Block 1| The Harbourside| Kowloon Station ,7000,13500,3.0,1.0,16.0,74.0,22.304306,114.161475
712,40,Taikoo Shing,Taikoo Shing ,Flat F| Low Floor|  Willow Mansion| Harbour View Gardens (West)| Taikoo Shing| Taikoo Shing ,1610,13500,3.0,2.0,36.0,91.0,22.2865471,114.2189883
713,40,Les Saisons,Sai Wan Ho ,Flat B| Low Floor|  Lhiver| Les Saisons| Sai Wan Ho ,1400,13500,2.0,,17.0,74.0,22.2824738,114.2227035
714,40,Residence 228,Sham Shui Po ,Flat B| Low Floor|  Residence 228| Sham Shui Po ,750,13500,1.0,1.0,7.0,73.0,22.3285899,114.1602846
715,40,Grandview Garden,Aberdeen / Wong Chuk Hang ,Flat A| Middle Floor|  Block 1| Grandview Garden| Aberdeen / Wong Chuk Hang ,680,13500,2.0,2.0,34.0,73.0,57.149717,-2.094278
716,40,Hoi Lee Building,Western/Sheung Wan Central , Hoi Lee Building| Western/Sheung Wan Central ,650,13500,2.0,1.0,39.0,,37.0937489,-95.7127622
717,40,Parkway Court,Western Mid-Levels ,Flat 5| Low Floor|  Block A| Parkway Court| Western Mid-Levels ,2500,13500,3.0,2.0,31.0,83.0,22.2816223,114.147865
718,40,Mei Foo Sun Chuen,Mei Foo ,Flat A| Low Floor|  Glee Path 11| Phase II| Mei Foo Sun Chuen| Mei Foo ,1030,13500,3.0,2.0,47.0,73.0,22.3366356,114.1402195
719,40,The Wings,Tseung Kwan O ,Flat D| Low Floor|  Tower 8| Phase 1| The Wings| Tseung Kwan O ,1050,13500,,,7.0,77.0,22.3119357,114.2568776
720,41,Alto Residences,Tseung Kwan O ,Flat B|  Tower 2| Alto Residences| Tseung Kwan O ,750,13500,1.0,2.0,1.0,,22.3119357,114.2568776
721,41,King's Hill,Western/Sheung Wan Central ,Flat G| High Floor|  King's Hill| Western/Sheung Wan Central ,1200,13500,1.0,2.0,2.0,,37.0937489,-95.7127622
722,41,Savannah,Tseung Kwan O ,Flat E|  Block 3B| Savannah| Tseung Kwan O ,700,13500,,,2.0,,22.3119357,114.2568776
723,41,La Cite Noble,Tseung Kwan O ,Flat G| High Floor|  Block 2| La Cite Noble| Tseung Kwan O ,1150,13500,3.0,1.0,20.0,72.0,22.3119357,114.2568776
724,41,The Hermitage,Olympic Station ,Flat C| High Floor|  Block 2| The Hermitage| Olympic Station ,2380,13500,,,8.0,75.0,34.050229,-118.2911404
725,41,Scenecliff,Western Mid-Levels ,Flat C| High Floor|  Block 2| Scenecliff| Western Mid-Levels ,2100,13500,3.0,2.0,28.0,78.0,22.2816223,114.147865
726,41,The Coronation,Tsim Sha Tsui ,Flat A| High Floor|  Block 6| The Coronation| Tsim Sha Tsui ,1300,13500,1.0,1.0,6.0,77.0,22.2988123,114.1721746
727,41,Wan Chai,Causeway Bay ,Flat 252| Middle Floor|  Wang Gee Mansion| Wang Kee Building| Admiralty| Wan Chai| Causeway Bay ,898,13500,2.0,,49.0,80.0,22.2859787,114.1914919
728,41,Wan Chai,Causeway Bay ,Flat A| Low Floor|  Block 2| Phase 1| The Zenith| Admiralty| Wan Chai| Causeway Bay ,1480,13500,1.0,,13.0,73.0,22.2859787,114.1914919
729,41,Robinson Place,Western Mid-Levels ,Flat G| Low Floor|  Block 2| Robinson Place| Western Mid-Levels ,2800,13500,3.0,2.0,24.0,81.0,22.2816223,114.147865
730,41,On Tai Mansion,Hung Hom/Whampoa ,Flat A| High Floor|  On Tai Mansion| Hung Hom/Whampoa ,592,13500,2.0,,32.0,,22.3055658,114.1887233
731,41,Park Metropolitan,Kwun Tong ,Flat G| Low Floor|  Park Metropolitan| Kwun Tong ,1100,13500,2.0,1.0,5.0,,22.3103686,114.2227035
732,41,Fortune Garden,Yau Yat Chuen/Shek Kip Mei ,High Floor|  Fortune Garden| Yau Yat Chuen/Shek Kip Mei ,1450,13500,2.0,2.0,26.0,75.0,22.3312462,114.1744039
733,41,Wan Chai,Causeway Bay ,Flat B| Low Floor|  Newtown Mansion| Admiralty| Wan Chai| Causeway Bay ,2600,13500,2.0,2.0,54.0,80.0,22.2859787,114.1914919
734,41,Wan Chai,Causeway Bay ,Flat D| Middle Floor|  Yoo Residence| Admiralty| Wan Chai| Causeway Bay ,1100,13500,1.0,1.0,3.0,71.0,22.2859787,114.1914919
735,41,Mei Foo Sun Chuen,Mei Foo ,Flat C| Low Floor|  Nassau Street 34| Phase VI| Mei Foo Sun Chuen| Mei Foo ,820,13500,2.0,1.0,43.0,73.0,22.3366356,114.1402195
736,41,The Pacifica,Lai Chi Kok ,Flat F| Middle Floor|  Block 6| Phase 2| The Pacifica| Lai Chi Kok ,960,13500,2.0,2.0,14.0,73.0,22.3377817,114.1359272
737,41,City Garden,North Point & North Point Midlevel ,Flat B| High Floor|  Block 01| Phase 1| City Garden| North Point & North Point Midlevel ,1420,13500,3.0,2.0,36.0,90.0,37.1222422,-94.47484299999999
738,42,Alto Residences,Tseung Kwan O ,Flat B|  Tower 2| Alto Residences| Tseung Kwan O ,750,13500,1.0,2.0,1.0,,22.3119357,114.2568776
739,42,King's Hill,Western/Sheung Wan Central ,Flat G| High Floor|  King's Hill| Western/Sheung Wan Central ,1200,13500,1.0,2.0,2.0,,37.0937489,-95.7127622
740,42,Savannah,Tseung Kwan O ,Flat E|  Block 3B| Savannah| Tseung Kwan O ,700,13500,,,2.0,,22.3119357,114.2568776
741,42,La Cite Noble,Tseung Kwan O ,Flat G| High Floor|  Block 2| La Cite Noble| Tseung Kwan O ,1150,13500,3.0,1.0,20.0,72.0,22.3119357,114.2568776
742,42,The Hermitage,Olympic Station ,Flat C| High Floor|  Block 2| The Hermitage| Olympic Station ,2380,13500,,,8.0,75.0,34.050229,-118.2911404
743,42,Scenecliff,Western Mid-Levels ,Flat C| High Floor|  Block 2| Scenecliff| Western Mid-Levels ,2100,13500,3.0,2.0,28.0,78.0,22.2816223,114.147865
744,42,The Coronation,Tsim Sha Tsui ,Flat A| High Floor|  Block 6| The Coronation| Tsim Sha Tsui ,1300,13500,1.0,1.0,6.0,77.0,22.2988123,114.1721746
745,42,Wan Chai,Causeway Bay ,Flat 252| Middle Floor|  Wang Gee Mansion| Wang Kee Building| Admiralty| Wan Chai| Causeway Bay ,898,13500,2.0,,49.0,80.0,22.2859787,114.1914919
746,42,Wan Chai,Causeway Bay ,Flat A| Low Floor|  Block 2| Phase 1| The Zenith| Admiralty| Wan Chai| Causeway Bay ,1480,13500,1.0,,13.0,73.0,22.2859787,114.1914919
747,42,Robinson Place,Western Mid-Levels ,Flat G| Low Floor|  Block 2| Robinson Place| Western Mid-Levels ,2800,13500,3.0,2.0,24.0,81.0,22.2816223,114.147865
748,42,On Tai Mansion,Hung Hom/Whampoa ,Flat A| High Floor|  On Tai Mansion| Hung Hom/Whampoa ,592,13500,2.0,,32.0,,22.3055658,114.1887233
749,42,Park Metropolitan,Kwun Tong ,Flat G| Low Floor|  Park Metropolitan| Kwun Tong ,1100,13500,2.0,1.0,5.0,,22.3103686,114.2227035
750,42,Fortune Garden,Yau Yat Chuen/Shek Kip Mei ,High Floor|  Fortune Garden| Yau Yat Chuen/Shek Kip Mei ,1450,13500,2.0,2.0,26.0,75.0,22.3312462,114.1744039
751,42,Wan Chai,Causeway Bay ,Flat B| Low Floor|  Newtown Mansion| Admiralty| Wan Chai| Causeway Bay ,2600,13500,2.0,2.0,54.0,80.0,22.2859787,114.1914919
752,42,Wan Chai,Causeway Bay ,Flat D| Middle Floor|  Yoo Residence| Admiralty| Wan Chai| Causeway Bay ,1100,13500,1.0,1.0,3.0,71.0,22.2859787,114.1914919
753,42,Mei Foo Sun Chuen,Mei Foo ,Flat C| Low Floor|  Nassau Street 34| Phase VI| Mei Foo Sun Chuen| Mei Foo ,820,13500,2.0,1.0,43.0,73.0,22.3366356,114.1402195
754,42,The Pacifica,Lai Chi Kok ,Flat F| Middle Floor|  Block 6| Phase 2| The Pacifica| Lai Chi Kok ,960,13500,2.0,2.0,14.0,73.0,22.3377817,114.1359272
755,42,City Garden,North Point & North Point Midlevel ,Flat B| High Floor|  Block 01| Phase 1| City Garden| North Point & North Point Midlevel ,1420,13500,3.0,2.0,36.0,90.0,37.1222422,-94.47484299999999
756,43,The Nova,Western/Sheung Wan Central ,Flat D|  The Nova| Western/Sheung Wan Central ,1150,13500,1.0,2.0,3.0,,37.0937489,-95.7127622
757,43,Wan Chai,Causeway Bay ,Flat C| Low Floor|  The Oakhill| Admiralty| Wan Chai| Causeway Bay ,2350,13500,3.0,2.0,8.0,75.0,22.2859787,114.1914919
758,43,Wan Chai,Causeway Bay ,Flat 3| High Floor|  Wai Tak Building| Admiralty| Wan Chai| Causeway Bay ,780,13500,2.0,2.0,47.0,80.0,22.2859787,114.1914919
759,43,Academic Terrace,Western/Sheung Wan Central ,Flat F| High Floor|  Block 3| Academic Terrace| Western/Sheung Wan Central ,1450,13500,3.0,,29.0,84.0,37.0937489,-95.7127622
760,43,Taikoo Shing,Taikoo Shing ,Flat G| Low Floor|  Kin On Mansion| On Shing Terrace| Taikoo Shing| Taikoo Shing ,1050,13500,2.0,2.0,38.0,84.0,22.2865471,114.2189883
761,43,Metro Town,Tseung Kwan O ,Flat G| High Floor|  Block 6| Phase 2 (Le Point)| Metro Town| Tseung Kwan O ,900,13500,2.0,2.0,11.0,75.0,22.3119357,114.2568776
762,43,Residence Bel-Air,Pokfulam/Residence ,Flat A|  Block 6| Phase 6 (Bel-Air No.8)| Residence Bel-Air| Pokfulam/Residence ,4380,13500,3.0,2.0,10.0,71.0,22.2679201,114.1290719
763,43,Sha Kok Mei,Sai Kung , Sha Kok Mei| Sai Kung ,1500,13500,,,,,22.383689,114.2707867
764,43,Park Metropolitan,Kwun Tong ,Flat E| Low Floor|  Park Metropolitan| Kwun Tong ,990,13500,2.0,1.0,5.0,,22.3103686,114.2227035
765,43,Valiant Park,Western Mid-Levels ,Flat A| High Floor|  Valiant Park| Western Mid-Levels ,2180,13500,3.0,2.0,26.0,79.0,22.2816223,114.147865
766,43,Sha Kok Mei,Sai Kung , Sha Kok Mei| Sai Kung ,850,13500,,,,,22.383689,114.2707867
767,43,Sha Kok Mei,Sai Kung , Sha Kok Mei| Sai Kung ,1500,13500,,,,,22.383689,114.2707867
768,43,Mei Foo Sun Chuen,Mei Foo ,Flat A| Middle Floor|  Nassau Street 09| Phase V| Mei Foo Sun Chuen| Mei Foo ,1038,13500,2.0,1.0,46.0,76.0,22.3366356,114.1402195
769,43,Sea View Mansion,Western/Sheung Wan Central ,Flat C| High Floor|  Sea View Mansion| Western/Sheung Wan Central ,850,13500,,,40.0,78.0,37.0937489,-95.7127622
770,43,Wai Wah Court,Western/Sheung Wan Central ,Flat A| High Floor|  Wai Wah Court| Western/Sheung Wan Central ,1298,13500,3.0,,24.0,69.0,37.0937489,-95.7127622
771,43,Chuang's-On-The-Park,North Point & North Point Midlevel ,Flat B| Middle Floor|  Chuang's-On-The-Park| North Point & North Point Midlevel ,1088,13500,1.0,2.0,26.0,76.0,37.1222422,-94.47484299999999
772,43,Amoy Gardens,Amoy/Kowloon Bay ,Flat 8| Middle Floor|  Block F| Phase 1| Amoy Gardens| Amoy/Kowloon Bay ,700,13500,2.0,2.0,38.0,78.0,24.479833,118.089425
773,43,Taikoo Shing,Taikoo Shing ,Flat H| High Floor|  Banyan Mansion| Harbour View Gardens (West)| Taikoo Shing| Taikoo Shing ,2870,13500,3.0,2.0,36.0,90.0,22.2865471,114.2189883
774,44,Wan Chai,Causeway Bay ,Flat A| High Floor|  Pao Woo Mansion| Admiralty| Wan Chai| Causeway Bay ,700,13500,2.0,,46.0,71.0,22.2859787,114.1914919
775,44,Crescent Heights,Happy Valley/East Mid Level ,Flat G| Low Floor|  Crescent Heights| Happy Valley/East Mid Level ,2680,13500,3.0,2.0,22.0,79.0,42.3486922,-72.5682945
776,44,Cheung Wo Court,Kwun Tong ,Flat 4| Middle Floor|  Block D ( Wo Kin House )| Cheung Wo Court| Kwun Tong ,720,13500,3.0,2.0,35.0,83.0,22.3103686,114.2227035
777,44,Primrose Court,Western Mid-Levels ,Flat C| High Floor|  Primrose Court| Western Mid-Levels ,1500,13500,2.0,2.0,25.0,82.0,22.2816223,114.147865
778,44,Metro Town,Tseung Kwan O ,Flat F| Middle Floor|  Tower 1| Phase 1 (Metro Town)| Metro Town| Tseung Kwan O ,1250,13500,,,13.0,72.0,22.3119357,114.2568776
779,44,Metro Harbour View,Tai Kok Tsui ,Flat E| High Floor|  Block 05| Phase 2| Metro Harbour View| Tai Kok Tsui ,750,13500,,2.0,15.0,72.0,22.3198474,114.1620857
780,44,Metro Harbour View,Tai Kok Tsui ,Flat D| Middle Floor|  Block 09| Phase 2| Metro Harbour View| Tai Kok Tsui ,750,13500,,,15.0,70.0,22.3198474,114.1620857
781,44,Green View Court,Western/Sheung Wan Central ,Flat A|  Green View Court| Western/Sheung Wan Central ,780,13500,2.0,,39.0,69.0,37.0937489,-95.7127622
782,44,Winfield Building,Happy Valley/East Mid Level ,Flat 1| Low Floor|  Block C| Winfield Building| Happy Valley/East Mid Level ,3800,13500,3.0,2.0,34.0,82.0,42.3486922,-72.5682945
783,44,The Pacifica,Lai Chi Kok ,Flat F| High Floor|  Block 7| Phase 2| The Pacifica| Lai Chi Kok ,950,13500,2.0,,14.0,70.0,22.3377817,114.1359272
784,44,Lime Stardom,Mongkok ,Flat D| High Floor|  Lime Stardom| Mongkok ,980,13500,,,7.0,78.0,22.3203648,114.169773
785,44,Yue Man Centre,Kwun Tong ,Flat C| Low Floor|  Block 2| Yue Man Centre| Kwun Tong ,980,13500,3.0,,31.0,81.0,22.3103686,114.2227035
786,44,The Palace,Kln Tong / Beacon Hill ,Flat C| Low Floor|  The Palace| Kln Tong / Beacon Hill ,2020,13500,2.0,2.0,16.0,75.0,22.3369319,114.1763367
787,44,Redhill Peninsula,Stanley/Tai Tam/Shek O , Palm Drive (House)| Phase 1| Redhill Peninsula| Stanley/Tai Tam/Shek O ,11000,13500,4.0,2.0,28.0,90.0,37.09024,-95.712891
788,44,Cluny Park,Western Mid-Levels ,Middle Floor|  Cluny Park| Western Mid-Levels ,5290,13500,3.0,2.0,4.0,,22.2816223,114.147865
789,44,South Horizons,Ap Lei Chau ,Flat B| High Floor|  Block 13A| Phase 2| South Horizons| Ap Lei Chau ,1200,13500,3.0,2.0,26.0,81.0,22.2418581,114.1528532
790,44,Metro Harbour View,Tai Kok Tsui ,Flat H| High Floor|  Block 03| Phase 1| Metro Harbour View| Tai Kok Tsui ,740,13500,2.0,2.0,16.0,68.0,22.3198474,114.1620857
791,44,Shing Loong Court,North Point & North Point Midlevel ,Flat B| High Floor|  Shing Loong Court| North Point & North Point Midlevel ,3250,13500,3.0,2.0,33.0,82.0,37.1222422,-94.47484299999999
792,45,Elm Tree Towers,Happy Valley/East Mid Level ,Flat A1| Low Floor|  Block A| Elm Tree Towers| Happy Valley/East Mid Level ,4300,13500,3.0,2.0,35.0,77.0,42.3486922,-72.5682945
793,45,Taikoo Shing,Taikoo Shing ,Flat E| Middle Floor|  Loong Shan Mansion| Kao Shan Terrace| Taikoo Shing| Taikoo Shing ,1348,13500,3.0,2.0,40.0,87.0,22.2865471,114.2189883
794,45,No.8 Clear Water Bay Road,Wong Tai Sin ,Flat H| Middle Floor|  Clear Water Bay Road 8| No.8 Clear Water Bay Road| Wong Tai Sin ,1550,13500,4.0,2.0,13.0,75.0,37.7775324,-122.4637922
795,45,Wan Chai,Causeway Bay ,Flat I| Low Floor|  Malahon Apartments| Admiralty| Wan Chai| Causeway Bay ,580,13500,,,52.0,81.0,22.2859787,114.1914919
796,45,Tseung Kwan O Plaza,Tseung Kwan O ,Flat F| High Floor|  Block 3A| Phase 1| Tseung Kwan O Plaza| Tseung Kwan O ,850,13500,2.0,1.0,16.0,73.0,22.3119357,114.2568776
797,45,Ta Ho Tun Sheung Wai,Sai Kung , Ta Ho Tun Sheung Wai| Sai Kung ,1920,13500,,,,,22.383689,114.2707867
798,45,The Ascent,Cheung Sha Wan ,Flat C| High Floor|  The Ascent| Cheung Sha Wan ,660,13500,1.0,,1.0,,22.3358055,114.1494892
799,45,Ocean Shores,Tseung Kwan O ,Flat H| Middle Floor|  Block 17| Phase 3| Ocean Shores| Tseung Kwan O ,960,13500,,,16.0,73.0,22.3119357,114.2568776
800,45,Corona Tower,Western Mid-Levels ,Flat E| Middle Floor|  Corona Tower| Western Mid-Levels ,850,13500,1.0,2.0,29.0,84.0,22.2816223,114.147865
801,45,Paradise Square,Jordan ,Flat F| High Floor|  Paradise Square| Jordan ,1055,13500,,,16.0,71.0,30.585164,36.238414
802,45,Lohas Park,Tseung Kwan O ,Flat A| Middle Floor|  Tower 3 L| Le Prestige| Lohas Park| Tseung Kwan O ,900,13500,,,9.0,75.0,22.3119357,114.2568776
803,45,Ava 62,Jordan ,Flat D|  Ava 62| Jordan ,600,13500,,,2.0,,30.585164,36.238414
804,45,Kowloon Tong Court,Kln Tong / Beacon Hill ,Flat A2|  Kowloon Tong Court| Kln Tong / Beacon Hill ,2980,13500,,,54.0,80.0,22.3369319,114.1763367
805,45,Heya Aqua,Cheung Sha Wan ,Flat E| Middle Floor|  Block 1| Heya Aqua| Cheung Sha Wan ,680,13500,1.0,,2.0,,22.3358055,114.1494892
806,45,Cosmopolitan Estate,Tai Kok Tsui ,Flat 6| Low Floor|  Tai Wing Building| Cosmopolitan Estate| Tai Kok Tsui ,468,13500,,,44.0,76.0,22.3198474,114.1620857
807,45,Wan Chai,Causeway Bay ,Flat D3| Low Floor|  Block D| Paterson Building| Admiralty| Wan Chai| Causeway Bay ,1128,13500,2.0,2.0,59.0,75.0,22.2859787,114.1914919
808,45,Conwell Villa,Yau Yat Chuen/Shek Kip Mei , 1 Cassia Road (House)| Conwell Villa| Yau Yat Chuen/Shek Kip Mei ,4880,13500,3.0,2.0,22.0,76.0,22.3312462,114.1744039
809,45,Island Garden,Shau Kei Wan/Chai Wan ,Flat E| Low Floor|  Block 5| Island Garden| Shau Kei Wan/Chai Wan ,1700,13500,2.0,,,,22.278746,114.2286476
810,46,Pacific View,Stanley/Tai Tam/Shek O ,Flat A| High Floor|  Block 1| Pacific View| Stanley/Tai Tam/Shek O ,3800,13500,3.0,2.0,28.0,79.0,37.09024,-95.712891
811,46,Beacon Heights,Yau Yat Chuen/Shek Kip Mei ,Flat F| High Floor|  Block 06| Phase 4| Beacon Heights| Yau Yat Chuen/Shek Kip Mei ,1650,13500,3.0,2.0,32.0,83.0,22.3312462,114.1744039
812,46,La Cite Noble,Tseung Kwan O ,Flat B| Middle Floor|  Block 6| La Cite Noble| Tseung Kwan O ,900,13500,3.0,2.0,20.0,73.0,22.3119357,114.2568776
813,46,Kingston Mansion,Ap Lei Chau ,Flat A|  Kingston Mansion| Ap Lei Chau ,848,13500,,,18.0,69.0,22.2418581,114.1528532
814,46,Grand Austin,Tsim Sha Tsui ,Flat A|  Tower 1 - T1A| Grand Austin| Tsim Sha Tsui ,3800,13500,3.0,1.0,4.0,,22.2988123,114.1721746
815,46,Winfield Building,Happy Valley/East Mid Level ,Flat A2| Low Floor|  Block A| Winfield Building| Happy Valley/East Mid Level ,5800,13500,4.0,2.0,34.0,79.0,42.3486922,-72.5682945
816,46,Harbour Pinnacle,Tsim Sha Tsui ,Flat E|  Harbour Pinnacle| Tsim Sha Tsui ,1200,13500,1.0,1.0,17.0,73.0,22.2988123,114.1721746
817,46,Taikoo Shing,Taikoo Shing ,Flat H| Low Floor|  Marigold Mansion| Harbour View Gardens (East)| Taikoo Shing| Taikoo Shing ,2280,13500,4.0,2.0,34.0,97.0,22.2865471,114.2189883
818,46,Dragon Court,Homantin/Kingspark ,Flat 3| Low Floor|  Dragon Court| Homantin/Kingspark ,1300,13500,3.0,2.0,52.0,75.0,22.318507,114.1755339
819,46,Tak Bo Building,Yau Ma Tei ,Flat B5| High Floor|  Tak Po Building| Tak Bo Building| Yau Ma Tei ,750,13500,,,39.0,,22.3068537,114.1714423
